gsm,gse,Age,Sex,AgeBin
GSM1236019,GSE51032,61.092,F,"[60,70)"
GSM1236020,GSE51032,51.044,F,"[50,60)"
GSM1236021,GSE51032,61.645,F,"[60,70)"
GSM1236022,GSE51032,48.903,M,"[40,50)"
GSM1236023,GSE51032,55.222,M,"[50,60)"
GSM1236024,GSE51032,53.982,F,"[50,60)"
GSM1236025,GSE51032,55.08,F,"[50,60)"
GSM1236026,GSE51032,58.146,F,"[50,60)"
GSM1236027,GSE51032,61.177,M,"[60,70)"
GSM1236028,GSE51032,56.534,M,"[50,60)"
GSM1236029,GSE51032,48.063,F,"[40,50)"
GSM1236030,GSE51032,55.518,M,"[50,60)"
GSM1236031,GSE51032,57.911,M,"[50,60)"
GSM1236032,GSE51032,50.869,F,"[50,60)"
GSM1236033,GSE51032,49.361,M,"[40,50)"
GSM1236034,GSE51032,35.403,F,"[30,40)"
GSM1236035,GSE51032,52.953,F,"[50,60)"
GSM1236036,GSE51032,60.444,M,"[60,70)"
GSM1236037,GSE51032,61.621,F,"[60,70)"
GSM1236038,GSE51032,45.429,M,"[40,50)"
GSM1236039,GSE51032,36.572,F,"[30,40)"
GSM1236040,GSE51032,53.426,M,"[50,60)"
GSM1236041,GSE51032,50.842,F,"[50,60)"
GSM1236042,GSE51032,43.622,F,"[40,50)"
GSM1236043,GSE51032,46.497,F,"[40,50)"
GSM1236044,GSE51032,48.285,M,"[40,50)"
GSM1236045,GSE51032,51.25,F,"[50,60)"
GSM1236046,GSE51032,51.745,F,"[50,60)"
GSM1236047,GSE51032,55.71,F,"[50,60)"
GSM1236048,GSE51032,44.999,F,"[40,50)"
GSM1236049,GSE51032,56.394,F,"[50,60)"
GSM1236050,GSE51032,55.299,F,"[50,60)"
GSM1236051,GSE51032,53.979,M,"[50,60)"
GSM1236052,GSE51032,41.207,F,"[40,50)"
GSM1236053,GSE51032,59.691,F,"[50,60)"
GSM1236054,GSE51032,43.551,F,"[40,50)"
GSM1236055,GSE51032,56.687,M,"[50,60)"
GSM1236056,GSE51032,49.366,F,"[40,50)"
GSM1236057,GSE51032,54.185,F,"[50,60)"
GSM1236058,GSE51032,52.424,F,"[50,60)"
GSM1236059,GSE51032,44.895,F,"[40,50)"
GSM1236060,GSE51032,63.584,F,"[60,70)"
GSM1236061,GSE51032,63.012,F,"[60,70)"
GSM1236062,GSE51032,57.465,F,"[50,60)"
GSM1236063,GSE51032,59.285,M,"[50,60)"
GSM1236064,GSE51032,48.304,F,"[40,50)"
GSM1236065,GSE51032,54.078,F,"[50,60)"
GSM1236066,GSE51032,58.218,M,"[50,60)"
GSM1236067,GSE51032,55.028,F,"[50,60)"
GSM1236068,GSE51032,53.7,F,"[50,60)"
GSM1236069,GSE51032,53.736,F,"[50,60)"
GSM1236070,GSE51032,61.32,F,"[60,70)"
GSM1236071,GSE51032,43.825,F,"[40,50)"
GSM1236072,GSE51032,65.142,F,"[60,70)"
GSM1236073,GSE51032,52.627,M,"[50,60)"
GSM1236074,GSE51032,56.624,F,"[50,60)"
GSM1236075,GSE51032,52.997,F,"[50,60)"
GSM1236076,GSE51032,39.17,F,"[30,40)"
GSM1236077,GSE51032,55.31,F,"[50,60)"
GSM1236078,GSE51032,64.027,F,"[60,70)"
GSM1236079,GSE51032,61.172,M,"[60,70)"
GSM1236080,GSE51032,49.741,F,"[40,50)"
GSM1236081,GSE51032,62.431,F,"[60,70)"
GSM1236082,GSE51032,62.149,F,"[60,70)"
GSM1236083,GSE51032,49.547,F,"[40,50)"
GSM1236084,GSE51032,46.374,F,"[40,50)"
GSM1236085,GSE51032,59.888,F,"[50,60)"
GSM1236086,GSE51032,44.917,F,"[40,50)"
GSM1236087,GSE51032,49.081,M,"[40,50)"
GSM1236088,GSE51032,42.749,F,"[40,50)"
GSM1236089,GSE51032,58.146,F,"[50,60)"
GSM1236090,GSE51032,56.019,M,"[50,60)"
GSM1236091,GSE51032,50.201,M,"[50,60)"
GSM1236092,GSE51032,57.451,M,"[50,60)"
GSM1236093,GSE51032,56.717,F,"[50,60)"
GSM1236094,GSE51032,51.14,F,"[50,60)"
GSM1236095,GSE51032,41.988,F,"[40,50)"
GSM1236096,GSE51032,48.474,F,"[40,50)"
GSM1236097,GSE51032,53.607,M,"[50,60)"
GSM1236098,GSE51032,62.021,M,"[60,70)"
GSM1236099,GSE51032,56.674,F,"[50,60)"
GSM1236100,GSE51032,61.002,F,"[60,70)"
GSM1236101,GSE51032,62.253,M,"[60,70)"
GSM1236102,GSE51032,47.518,F,"[40,50)"
GSM1236103,GSE51032,54.045,F,"[50,60)"
GSM1236104,GSE51032,49.624,F,"[40,50)"
GSM1236105,GSE51032,49.262,F,"[40,50)"
GSM1236106,GSE51032,48.241,F,"[40,50)"
GSM1236107,GSE51032,60.561,F,"[60,70)"
GSM1236108,GSE51032,59.682,F,"[50,60)"
GSM1236109,GSE51032,57.238,F,"[50,60)"
GSM1236110,GSE51032,40.805,F,"[40,50)"
GSM1236111,GSE51032,46.554,F,"[40,50)"
GSM1236112,GSE51032,47.614,F,"[40,50)"
GSM1236113,GSE51032,49.106,F,"[40,50)"
GSM1236114,GSE51032,58.45,M,"[50,60)"
GSM1236115,GSE51032,61.081,F,"[60,70)"
GSM1236116,GSE51032,53.125,F,"[50,60)"
GSM1236117,GSE51032,46.782,F,"[40,50)"
GSM1236118,GSE51032,60.159,M,"[60,70)"
GSM1236119,GSE51032,55.211,F,"[50,60)"
GSM1236120,GSE51032,64.931,F,"[60,70)"
GSM1236121,GSE51032,55.581,M,"[50,60)"
GSM1236122,GSE51032,44.016,F,"[40,50)"
GSM1236123,GSE51032,57.391,M,"[50,60)"
GSM1236124,GSE51032,54.845,F,"[50,60)"
GSM1236125,GSE51032,63.899,F,"[60,70)"
GSM1236126,GSE51032,62.103,M,"[60,70)"
GSM1236127,GSE51032,61.205,M,"[60,70)"
GSM1236128,GSE51032,59.86,M,"[50,60)"
GSM1236129,GSE51032,58.99,F,"[50,60)"
GSM1236130,GSE51032,51.828,M,"[50,60)"
GSM1236131,GSE51032,61.068,F,"[60,70)"
GSM1236132,GSE51032,43.699,F,"[40,50)"
GSM1236133,GSE51032,44.271,F,"[40,50)"
GSM1236134,GSE51032,55.748,M,"[50,60)"
GSM1236135,GSE51032,59.606,F,"[50,60)"
GSM1236136,GSE51032,59.102,F,"[50,60)"
GSM1236137,GSE51032,55.877,F,"[50,60)"
GSM1236138,GSE51032,60.323,M,"[60,70)"
GSM1236139,GSE51032,60.81,M,"[60,70)"
GSM1236140,GSE51032,47.086,F,"[40,50)"
GSM1236141,GSE51032,56.252,F,"[50,60)"
GSM1236142,GSE51032,46.281,F,"[40,50)"
GSM1236143,GSE51032,45.834,F,"[40,50)"
GSM1236144,GSE51032,64.37,F,"[60,70)"
GSM1236145,GSE51032,59.904,M,"[50,60)"
GSM1236146,GSE51032,39.203,F,"[30,40)"
GSM1236147,GSE51032,63.348,F,"[60,70)"
GSM1236148,GSE51032,48.923,F,"[40,50)"
GSM1236149,GSE51032,54.902,F,"[50,60)"
GSM1236150,GSE51032,54.888,F,"[50,60)"
GSM1236151,GSE51032,35.157,F,"[30,40)"
GSM1236152,GSE51032,63.765,F,"[60,70)"
GSM1236153,GSE51032,56.797,M,"[50,60)"
GSM1236154,GSE51032,51.537,M,"[50,60)"
GSM1236155,GSE51032,52.298,F,"[50,60)"
GSM1236156,GSE51032,47.337,M,"[40,50)"
GSM1236157,GSE51032,45.106,F,"[40,50)"
GSM1236158,GSE51032,58.141,F,"[50,60)"
GSM1236159,GSE51032,42.185,F,"[40,50)"
GSM1236160,GSE51032,49.276,F,"[40,50)"
GSM1236161,GSE51032,47.086,M,"[40,50)"
GSM1236162,GSE51032,59.625,F,"[50,60)"
GSM1236163,GSE51032,55.118,F,"[50,60)"
GSM1236164,GSE51032,52.83,F,"[50,60)"
GSM1236165,GSE51032,55.628,F,"[50,60)"
GSM1236166,GSE51032,51.795,F,"[50,60)"
GSM1236167,GSE51032,52.175,F,"[50,60)"
GSM1236168,GSE51032,43.803,M,"[40,50)"
GSM1236169,GSE51032,50.171,F,"[50,60)"
GSM1236170,GSE51032,44.238,F,"[40,50)"
GSM1236171,GSE51032,60.186,F,"[60,70)"
GSM1236172,GSE51032,58.242,F,"[50,60)"
GSM1236173,GSE51032,50.125,F,"[50,60)"
GSM1236174,GSE51032,43.921,F,"[40,50)"
GSM1236175,GSE51032,54.36,M,"[50,60)"
GSM1236176,GSE51032,42.461,F,"[40,50)"
GSM1236177,GSE51032,59.099,F,"[50,60)"
GSM1236178,GSE51032,50.059,F,"[50,60)"
GSM1236179,GSE51032,54.612,F,"[50,60)"
GSM1236180,GSE51032,47.962,F,"[40,50)"
GSM1236181,GSE51032,45.708,F,"[40,50)"
GSM1236182,GSE51032,39.71,F,"[30,40)"
GSM1236183,GSE51032,51.789,F,"[50,60)"
GSM1236184,GSE51032,48.282,F,"[40,50)"
GSM1236185,GSE51032,61.522,F,"[60,70)"
GSM1236186,GSE51032,57.481,F,"[50,60)"
GSM1236187,GSE51032,49.944,F,"[40,50)"
GSM1236188,GSE51032,51.91,M,"[50,60)"
GSM1236189,GSE51032,53.265,M,"[50,60)"
GSM1236190,GSE51032,49.665,M,"[40,50)"
GSM1236191,GSE51032,42.204,F,"[40,50)"
GSM1236192,GSE51032,57.506,F,"[50,60)"
GSM1236193,GSE51032,61.938,F,"[60,70)"
GSM1236194,GSE51032,52.802,F,"[50,60)"
GSM1236195,GSE51032,58.092,F,"[50,60)"
GSM1236196,GSE51032,43.964,F,"[40,50)"
GSM1236197,GSE51032,53.205,M,"[50,60)"
GSM1236198,GSE51032,52.37,F,"[50,60)"
GSM1236199,GSE51032,56.079,F,"[50,60)"
GSM1236200,GSE51032,51.203,F,"[50,60)"
GSM1236201,GSE51032,58.27,F,"[50,60)"
GSM1236202,GSE51032,60.241,F,"[60,70)"
GSM1236203,GSE51032,54.445,M,"[50,60)"
GSM1236204,GSE51032,59.68,F,"[50,60)"
GSM1236205,GSE51032,60.539,F,"[60,70)"
GSM1236206,GSE51032,53.7,F,"[50,60)"
GSM1236207,GSE51032,50.639,M,"[50,60)"
GSM1236208,GSE51032,57.673,F,"[50,60)"
GSM1236209,GSE51032,39.852,F,"[30,40)"
GSM1236210,GSE51032,63.384,F,"[60,70)"
GSM1236211,GSE51032,48.268,F,"[40,50)"
GSM1236212,GSE51032,58.166,F,"[50,60)"
GSM1236213,GSE51032,48.983,F,"[40,50)"
GSM1236214,GSE51032,43.74,F,"[40,50)"
GSM1236215,GSE51032,54.434,F,"[50,60)"
GSM1236216,GSE51032,55.926,F,"[50,60)"
GSM1236217,GSE51032,57.185,F,"[50,60)"
GSM1236218,GSE51032,55.472,F,"[50,60)"
GSM1236219,GSE51032,65.123,F,"[60,70)"
GSM1236220,GSE51032,53.536,F,"[50,60)"
GSM1236221,GSE51032,47.228,F,"[40,50)"
GSM1236222,GSE51032,54.91,F,"[50,60)"
GSM1236223,GSE51032,58.968,F,"[50,60)"
GSM1236224,GSE51032,57.391,F,"[50,60)"
GSM1236225,GSE51032,64.227,M,"[60,70)"
GSM1236226,GSE51032,49.558,M,"[40,50)"
GSM1236227,GSE51032,54.932,F,"[50,60)"
GSM1236228,GSE51032,60.326,F,"[60,70)"
GSM1236229,GSE51032,57.52,M,"[50,60)"
GSM1236230,GSE51032,55.291,F,"[50,60)"
GSM1236231,GSE51032,40.011,F,"[40,50)"
GSM1236232,GSE51032,61.065,M,"[60,70)"
GSM1236233,GSE51032,47.009,F,"[40,50)"
GSM1236234,GSE51032,54.127,M,"[50,60)"
GSM1236235,GSE51032,59.756,F,"[50,60)"
GSM1236236,GSE51032,63.556,F,"[60,70)"
GSM1236237,GSE51032,45.697,F,"[40,50)"
GSM1236238,GSE51032,49.035,F,"[40,50)"
GSM1236239,GSE51032,57.492,F,"[50,60)"
GSM1236240,GSE51032,58.574,F,"[50,60)"
GSM1236241,GSE51032,54.812,F,"[50,60)"
GSM1236242,GSE51032,48.542,F,"[40,50)"
GSM1236243,GSE51032,59.236,F,"[50,60)"
GSM1236244,GSE51032,57.591,M,"[50,60)"
GSM1236245,GSE51032,57.697,F,"[50,60)"
GSM1236246,GSE51032,53.095,F,"[50,60)"
GSM1236247,GSE51032,45.298,F,"[40,50)"
GSM1236248,GSE51032,61.881,M,"[60,70)"
GSM1236249,GSE51032,40.895,F,"[40,50)"
GSM1236250,GSE51032,45.755,F,"[40,50)"
GSM1236251,GSE51032,63.715,F,"[60,70)"
GSM1236252,GSE51032,54.99,F,"[50,60)"
GSM1236253,GSE51032,55.499,F,"[50,60)"
GSM1236254,GSE51032,57.435,F,"[50,60)"
GSM1236255,GSE51032,39.934,F,"[30,40)"
GSM1236256,GSE51032,58.363,F,"[50,60)"
GSM1236257,GSE51032,61.958,F,"[60,70)"
GSM1236258,GSE51032,59.023,F,"[50,60)"
GSM1236259,GSE51032,58.149,F,"[50,60)"
GSM1236260,GSE51032,61.451,F,"[60,70)"
GSM1236261,GSE51032,63.483,F,"[60,70)"
GSM1236262,GSE51032,46.409,F,"[40,50)"
GSM1236263,GSE51032,47.42,F,"[40,50)"
GSM1236264,GSE51032,49.624,F,"[40,50)"
GSM1236265,GSE51032,63.392,F,"[60,70)"
GSM1236266,GSE51032,50.579,F,"[50,60)"
GSM1236267,GSE51032,55.874,F,"[50,60)"
GSM1236268,GSE51032,60.898,F,"[60,70)"
GSM1236269,GSE51032,59.515,F,"[50,60)"
GSM1236270,GSE51032,48.433,F,"[40,50)"
GSM1236271,GSE51032,39.176,F,"[30,40)"
GSM1236272,GSE51032,57.708,F,"[50,60)"
GSM1236273,GSE51032,54.505,F,"[50,60)"
GSM1236274,GSE51032,52.512,F,"[50,60)"
GSM1236275,GSE51032,46.653,M,"[40,50)"
GSM1236276,GSE51032,61.415,F,"[60,70)"
GSM1236277,GSE51032,57.624,F,"[50,60)"
GSM1236278,GSE51032,49.054,F,"[40,50)"
GSM1236279,GSE51032,40.487,F,"[40,50)"
GSM1236280,GSE51032,58.283,F,"[50,60)"
GSM1236281,GSE51032,51.209,M,"[50,60)"
GSM1236282,GSE51032,58.669,M,"[50,60)"
GSM1236283,GSE51032,51.795,F,"[50,60)"
GSM1236284,GSE51032,48.394,F,"[40,50)"
GSM1236285,GSE51032,45.974,F,"[40,50)"
GSM1236286,GSE51032,52.706,F,"[50,60)"
GSM1236287,GSE51032,58.976,F,"[50,60)"
GSM1236288,GSE51032,62.732,F,"[60,70)"
GSM1236289,GSE51032,61.771,F,"[60,70)"
GSM1236290,GSE51032,63.321,F,"[60,70)"
GSM1236291,GSE51032,63.888,F,"[60,70)"
GSM1236292,GSE51032,39.559,F,"[30,40)"
GSM1236293,GSE51032,52.548,F,"[50,60)"
GSM1236294,GSE51032,46.976,F,"[40,50)"
GSM1236295,GSE51032,58.932,F,"[50,60)"
GSM1236296,GSE51032,51.619,F,"[50,60)"
GSM1236297,GSE51032,54.856,F,"[50,60)"
GSM1236298,GSE51032,52.394,F,"[50,60)"
GSM1236299,GSE51032,62.53,F,"[60,70)"
GSM1236300,GSE51032,41.128,F,"[40,50)"
GSM1236301,GSE51032,53.5,F,"[50,60)"
GSM1236302,GSE51032,59.373,M,"[50,60)"
GSM1236303,GSE51032,53.889,F,"[50,60)"
GSM1236304,GSE51032,52.961,M,"[50,60)"
GSM1236305,GSE51032,50.029,M,"[50,60)"
GSM1236306,GSE51032,55.431,F,"[50,60)"
GSM1236307,GSE51032,59.129,F,"[50,60)"
GSM1236308,GSE51032,56.277,M,"[50,60)"
GSM1236309,GSE51032,45.347,F,"[40,50)"
GSM1236310,GSE51032,51.68,F,"[50,60)"
GSM1236311,GSE51032,56.145,M,"[50,60)"
GSM1236312,GSE51032,53.35,F,"[50,60)"
GSM1236313,GSE51032,58.549,F,"[50,60)"
GSM1236314,GSE51032,55.526,F,"[50,60)"
GSM1236315,GSE51032,61.191,F,"[60,70)"
GSM1236316,GSE51032,53.563,F,"[50,60)"
GSM1236317,GSE51032,63.305,F,"[60,70)"
GSM1236318,GSE51032,50.248,F,"[50,60)"
GSM1236319,GSE51032,60.293,M,"[60,70)"
GSM1236320,GSE51032,57.024,M,"[50,60)"
GSM1236321,GSE51032,61.55,F,"[60,70)"
GSM1236322,GSE51032,62.563,M,"[60,70)"
GSM1236323,GSE51032,62.166,F,"[60,70)"
GSM1236324,GSE51032,55.003,M,"[50,60)"
GSM1236325,GSE51032,56.512,M,"[50,60)"
GSM1236326,GSE51032,44.241,F,"[40,50)"
GSM1236327,GSE51032,53.662,M,"[50,60)"
GSM1236328,GSE51032,44.865,F,"[40,50)"
GSM1236329,GSE51032,53.889,M,"[50,60)"
GSM1236330,GSE51032,64.712,F,"[60,70)"
GSM1236331,GSE51032,60.46,F,"[60,70)"
GSM1236332,GSE51032,61.016,F,"[60,70)"
GSM1236333,GSE51032,51.778,F,"[50,60)"
GSM1236334,GSE51032,64.745,F,"[60,70)"
GSM1236335,GSE51032,55.869,M,"[50,60)"
GSM1236336,GSE51032,59.65,F,"[50,60)"
GSM1236337,GSE51032,62.045,F,"[60,70)"
GSM1236338,GSE51032,58.875,F,"[50,60)"
GSM1236339,GSE51032,41.248,F,"[40,50)"
GSM1236340,GSE51032,54.47,F,"[50,60)"
GSM1236341,GSE51032,49.821,F,"[40,50)"
GSM1236342,GSE51032,51.559,M,"[50,60)"
GSM1236343,GSE51032,51.444,F,"[50,60)"
GSM1236344,GSE51032,51.888,M,"[50,60)"
GSM1236345,GSE51032,61.856,F,"[60,70)"
GSM1236346,GSE51032,45.862,F,"[40,50)"
GSM1236347,GSE51032,46.39,F,"[40,50)"
GSM1236348,GSE51032,45.09,F,"[40,50)"
GSM1236349,GSE51032,55.266,F,"[50,60)"
GSM1236350,GSE51032,53.218,M,"[50,60)"
GSM1236351,GSE51032,50.782,F,"[50,60)"
GSM1236352,GSE51032,55.411,F,"[50,60)"
GSM1236353,GSE51032,54.815,M,"[50,60)"
GSM1236354,GSE51032,56.216,F,"[50,60)"
GSM1236355,GSE51032,50.601,F,"[50,60)"
GSM1236356,GSE51032,36.394,F,"[30,40)"
GSM1236357,GSE51032,53.596,F,"[50,60)"
GSM1236358,GSE51032,48.654,F,"[40,50)"
GSM1236359,GSE51032,48.841,F,"[40,50)"
GSM1236360,GSE51032,57.815,F,"[50,60)"
GSM1236361,GSE51032,53.112,F,"[50,60)"
GSM1236362,GSE51032,58.149,F,"[50,60)"
GSM1236363,GSE51032,52.693,F,"[50,60)"
GSM1236364,GSE51032,66.319,F,"[60,70)"
GSM1236365,GSE51032,47.236,F,"[40,50)"
GSM1236366,GSE51032,47.009,F,"[40,50)"
GSM1236367,GSE51032,54.382,F,"[50,60)"
GSM1236368,GSE51032,65.854,F,"[60,70)"
GSM1236369,GSE51032,53.109,F,"[50,60)"
GSM1236370,GSE51032,52.966,F,"[50,60)"
GSM1236371,GSE51032,35.039,F,"[30,40)"
GSM1236372,GSE51032,34.686,F,"[30,40)"
GSM1236373,GSE51032,53.854,F,"[50,60)"
GSM1236374,GSE51032,54.27,F,"[50,60)"
GSM1236375,GSE51032,57.112,F,"[50,60)"
GSM1236376,GSE51032,56.72,F,"[50,60)"
GSM1236377,GSE51032,48.457,F,"[40,50)"
GSM1236378,GSE51032,48.78,F,"[40,50)"
GSM1572503,GSE64495,46.2,F,"[40,50)"
GSM1572504,GSE64495,41.4,F,"[40,50)"
GSM1572505,GSE64495,42.4,F,"[40,50)"
GSM1572506,GSE64495,48.4,F,"[40,50)"
GSM1572507,GSE64495,41.7,F,"[40,50)"
GSM1572508,GSE64495,42.5,M,"[40,50)"
GSM1572509,GSE64495,42.4,M,"[40,50)"
GSM1572510,GSE64495,50.8,F,"[50,60)"
GSM1572511,GSE64495,37.2,F,"[30,40)"
GSM1572512,GSE64495,42.7,M,"[40,50)"
GSM1572513,GSE64495,44.2,F,"[40,50)"
GSM1572514,GSE64495,35.1,M,"[30,40)"
GSM1572515,GSE64495,44.4,M,"[40,50)"
GSM1572516,GSE64495,43.9,M,"[40,50)"
GSM1572517,GSE64495,47.2,F,"[40,50)"
GSM1572518,GSE64495,52.7,F,"[50,60)"
GSM1572519,GSE64495,45.4,M,"[40,50)"
GSM1572520,GSE64495,46.1,F,"[40,50)"
GSM1572521,GSE64495,40.2,F,"[40,50)"
GSM1572522,GSE64495,45.1,F,"[40,50)"
GSM1572523,GSE64495,46.7,F,"[40,50)"
GSM1572524,GSE64495,54.4,F,"[50,60)"
GSM1572525,GSE64495,35.6,M,"[30,40)"
GSM1572526,GSE64495,40.3,M,"[40,50)"
GSM1572527,GSE64495,47.2,M,"[40,50)"
GSM1572528,GSE64495,35.8,F,"[30,40)"
GSM1572529,GSE64495,40.7,F,"[40,50)"
GSM1572530,GSE64495,46.5,F,"[40,50)"
GSM1572531,GSE64495,46.2,F,"[40,50)"
GSM1572532,GSE64495,47.4,F,"[40,50)"
GSM1572533,GSE64495,41,M,"[40,50)"
GSM1572534,GSE64495,42.9,F,"[40,50)"
GSM1572535,GSE64495,46.3,F,"[40,50)"
GSM1572536,GSE64495,47.2,M,"[40,50)"
GSM1572537,GSE64495,55.2,F,"[50,60)"
GSM1572538,GSE64495,53.1,F,"[50,60)"
GSM1572539,GSE64495,48.3,M,"[40,50)"
GSM1572540,GSE64495,52.6,M,"[50,60)"
GSM1572541,GSE64495,49.9,F,"[40,50)"
GSM1572542,GSE64495,60.3,F,"[60,70)"
GSM1572543,GSE64495,48.8,F,"[40,50)"
GSM1572544,GSE64495,51.1,F,"[50,60)"
GSM1572545,GSE64495,51.5,F,"[50,60)"
GSM1572546,GSE64495,54.8,F,"[50,60)"
GSM1572547,GSE64495,53.3,F,"[50,60)"
GSM1572548,GSE64495,56,M,"[50,60)"
GSM1572549,GSE64495,57.1,F,"[50,60)"
GSM1572550,GSE64495,61.3,F,"[60,70)"
GSM1572551,GSE64495,55.9,F,"[50,60)"
GSM1572552,GSE64495,52.5,F,"[50,60)"
GSM1572553,GSE64495,58.6,F,"[50,60)"
GSM1572554,GSE64495,51,F,"[50,60)"
GSM1572555,GSE64495,57.6,F,"[50,60)"
GSM1572556,GSE64495,50.5,F,"[50,60)"
GSM1572557,GSE64495,54.2,M,"[50,60)"
GSM1572558,GSE64495,60.3,M,"[60,70)"
GSM1572559,GSE64495,53.2,M,"[50,60)"
GSM1572560,GSE64495,55.1,F,"[50,60)"
GSM1572561,GSE64495,61,M,"[60,70)"
GSM1572562,GSE64495,56.1,F,"[50,60)"
GSM1572563,GSE64495,54.6,F,"[50,60)"
GSM1572564,GSE64495,60.1,F,"[60,70)"
GSM1572565,GSE64495,73.7,F,"[70,80)"
GSM1572566,GSE64495,50.3,M,"[50,60)"
GSM1572567,GSE64495,40.4,F,"[40,50)"
GSM1572568,GSE64495,10.8,F,"[10,20)"
GSM1572569,GSE64495,9.6,F,"[0,10)"
GSM1572570,GSE64495,7.3,M,"[0,10)"
GSM1572571,GSE64495,3.2,F,"[0,10)"
GSM1572572,GSE64495,2.3,M,"[0,10)"
GSM1572573,GSE64495,52.8,F,"[50,60)"
GSM1572574,GSE64495,9.5,F,"[0,10)"
GSM1572575,GSE64495,7.2,F,"[0,10)"
GSM1572576,GSE64495,41.5,F,"[40,50)"
GSM1572577,GSE64495,36.3,M,"[30,40)"
GSM1572578,GSE64495,9.2,F,"[0,10)"
GSM1572579,GSE64495,37.9,F,"[30,40)"
GSM1572580,GSE64495,5.8,F,"[0,10)"
GSM1572581,GSE64495,40.5,M,"[40,50)"
GSM1572582,GSE64495,2.5,F,"[0,10)"
GSM1572583,GSE64495,38.3,M,"[30,40)"
GSM1572584,GSE64495,36.5,F,"[30,40)"
GSM1572585,GSE64495,24.2,F,"[20,30)"
GSM1572586,GSE64495,2.3,F,"[0,10)"
GSM1572587,GSE64495,35,M,"[30,40)"
GSM1572588,GSE64495,34,F,"[30,40)"
GSM1572589,GSE64495,11.3,F,"[10,20)"
GSM1572590,GSE64495,46.7,M,"[40,50)"
GSM1572591,GSE64495,34.8,F,"[30,40)"
GSM1572592,GSE64495,2.5,F,"[0,10)"
GSM1572593,GSE64495,25.3,F,"[20,30)"
GSM1572594,GSE64495,69.5,M,"[60,70)"
GSM1572595,GSE64495,5.5,F,"[0,10)"
GSM1572596,GSE64495,6.3,F,"[0,10)"
GSM1572597,GSE64495,24.3,M,"[20,30)"
GSM1572598,GSE64495,36.6,F,"[30,40)"
GSM1572599,GSE64495,7.1,F,"[0,10)"
GSM1572600,GSE64495,5,M,"[0,10)"
GSM1572601,GSE64495,47,M,"[40,50)"
GSM1572602,GSE64495,32.4,M,"[30,40)"
GSM1572603,GSE64495,34.3,F,"[30,40)"
GSM1572604,GSE64495,3.5,F,"[0,10)"
GSM1572605,GSE64495,36.8,M,"[30,40)"
GSM1572606,GSE64495,35.3,F,"[30,40)"
GSM1572607,GSE64495,10.8,F,"[10,20)"
GSM1572608,GSE64495,9.2,M,"[0,10)"
GSM1572609,GSE64495,7.1,M,"[0,10)"
GSM1572610,GSE64495,5.3,M,"[0,10)"
GSM1572611,GSE64495,2.4,F,"[0,10)"
GSM1572612,GSE64495,36.3,F,"[30,40)"
GSM1572613,GSE64495,48.5,M,"[40,50)"
GSM1572614,GSE64495,4.2,F,"[0,10)"
GSM1572615,GSE64495,7.3,F,"[0,10)"
